state_code,state_name,district_name,dist_code,court_no,court_name
9,Rajasthan,Dholpur,34,15,ADJ-Bari Taluka
10,Tamil Nadu,Ramanathapuram,21,6,PDJ and ADJ Ramanathapuram
16,West Bengal,Paschim Medinpur,7,12,pmghataladjdb
9,Rajasthan,Dungarpur,24,18,ADJ Sagwara Taluka
9,Rajasthan,Jalore,21,2,DJ ADJ- Jalore District HQ
9,Rajasthan,Jaipur District,38,27,ADJ-dudu
17,Gujarat,Gir Somnath at Veraval,37,9,ADJ Kodinar
9,Rajasthan,Bharatpur,13,42,ADJ-Kaman Taluka
9,Rajasthan,Jaiselmer,32,11,ADJ - Jaisalmer ADJ  HQ
9,Rajasthan,Merta Nagaur,8,26,ADJ-Didwana Taluka HQ
9,Rajasthan,Ganganagar,7,47,ADJ- GHARSHANA TALUKA
9,Rajasthan,Jaipur District,38,38,ADJ - Chomu
17,Gujarat,Amreli,17,16,ADJ COURT DHARI
3,Karnataka,UTTARA KANNADA,10,18,1st ADDL. Dist AND SESSIONS JUDGE SITTING AT SIRSI
18,Chhattisgarh,Raipur,3,7,2Additional district judge Gariyaband
